t,current,target,vx,h,tilt,alpha_base,dFL,dFR,dRL,dRR,power_W,x_w,jp0,jp1,jp2,jp3,jp4,jp5,jp6,jp7,jp8,jp9,jp10,jp11,jv0,jv1,jv2,jv3,jv4,jv5,jv6,jv7,jv8,jv9,jv10,jv11,ja0,ja1,ja2,ja3,ja4,ja5,ja6,ja7,ja8,ja9,ja10,ja11,tq0,tq1,tq2,tq3,tq4,tq5,tq6,tq7,tq8,tq9,tq10,tq11
0.0,trot,bound,0.08490067720413208,0.4989731013774872,0.0012725081760436296,0.9292537,0.0,0.0,0.0,0.0,754.6500854492188,0.0013296984834596515,0.10099972039461136,-0.1513635367155075,0.08100595325231552,-0.12221994996070862,0.8946561217308044,0.894426167011261,0.99797523021698,1.0055667161941528,-1.6805496215820312,-1.683005928993225,-1.5371134281158447,-1.547881841659546,1.164841890335083,-3.7889349460601807,-0.6920908093452454,-0.7980539798736572,3.8710811138153076,3.4841268062591553,-1.5239938497543335,-1.5795847177505493,-5.7825212478637695,-5.607093334197998,-0.3429487943649292,-0.40662214159965515,191.9847412109375,-152.74386596679688,71.13076782226562,68.19407653808594,-32.11894226074219,-67.08187866210938,-166.68589782714844,-250.3712921142578,341.6077575683594,329.2210693359375,190.21762084960938,277.1574401855469,16.91535186767578,-36.05270767211914,-16.102909088134766,44.965457916259766,27.704757690429688,23.102840423583984,-18.71925163269043,-21.892257690429688,22.45203399658203,16.748329162597656,84.8798828125,117.1062240600586
0.02,trot,bound,0.07746931165456772,0.5018121004104614,0.01018375251442194,0.7696038,0.0,0.0,0.0,0.0,1202.63232421875,0.0030078417621552944,0.07958003133535385,-0.1890951693058014,0.06193709746003151,-0.1299462765455246,0.9594284296035767,0.935653567314148,0.8714784383773804,0.884631872177124,-1.7719550132751465,-1.7989145517349243,-1.4323410987854004,-1.4503905773162842,-1.7088556289672852,-0.3189904987812042,-0.47157785296440125,0.10354775190353394,2.74700665473938,1.092017412185669,-6.87138032913208,-6.714041233062744,-2.8022027015686035,-3.9480714797973633,5.906856060028076,5.721502304077148,-87.16969299316406,193.4276885986328,56.417816162109375,54.742156982421875,-58.132408142089844,-101.65095520019531,-40.992069244384766,-59.069156646728516,196.85678100585938,205.31787109375,57.22551345825195,85.81686401367188,-33.844078063964844,31.363990783691406,-26.14766502380371,33.65510940551758,-5.925191879272461,-12.322373390197754,-4.5396270751953125,28.808639526367188,10.798637390136719,8.967208862304688,33.23291778564453,105.33306884765625
0.04,trot,bound,0.13080601394176483,0.5028160810470581,0.02095208689570427,0.64438224,0.0,0.0,0.0,0.0,637.7766723632812,0.005550438072532415,0.05078861862421036,-0.14301805198192596,0.08048789948225021,-0.1180756539106369,0.9991574287414551,0.9183267951011658,0.863227903842926,0.8584153652191162,-1.786922574043274,-1.7973707914352417,-1.4999127388000488,-1.5091817378997803,0.17571091651916504,-0.3081718683242798,0.931214451789856,-0.5726854801177979,0.03998013585805893,-0.1693475842475891,-0.11657914519309998,-1.148467779159546,-4.555084228515625,-3.0144710540771484,-0.9958043098449707,-1.0992469787597656,216.4601287841797,-306.91143798828125,57.59978485107422,-115.56616973876953,-320.1104736328125,254.7291259765625,-5.5501580238342285,-14.41507339477539,7.1186065673828125,-15.219497680664062,462.5869140625,396.9078063964844,-56.40540313720703,44.43946075439453,15.548425674438477,-6.247410297393799,22.518152236938477,-19.240325927734375,23.16714096069336,15.55639934539795,92.76570129394531,33.12166213989258,25.016969680786133,21.90288543701172
0.06,trot,bound,0.1839236319065094,0.5005923509597778,0.034230783581733704,0.7233604,0.0,0.0,0.0,0.0,204.8513641357422,0.008548359386622906,0.032457150518894196,-0.1228179782629013,0.11164291948080063,-0.14260639250278473,1.007338285446167,0.9340351223945618,0.8449065089225769,0.8419739007949829,-1.8442893028259277,-1.8685364723205566,-1.4580395221710205,-1.5181266069412231,-0.6333011984825134,0.4081716537475586,1.4526147842407227,-1.3826661109924316,0.3281117081642151,0.622382402420044,-0.5219669342041016,-0.567736029624939,-2.79685115814209,-3.3094675540924072,1.148126244544983,-0.3957172930240631,93.05225372314453,-141.26031494140625,-12.93489933013916,7.754349708557129,-34.544921875,-49.416412353515625,62.07636642456055,36.94721603393555,-19.49329376220703,42.71931457519531,-163.07122802734375,-11.907709121704102,-30.977102279663086,19.406051635742188,2.3837366104125977,5.909734725952148,11.609220504760742,1.504568099975586,0.3214445114135742,2.7033729553222656,30.765438079833984,19.459394454956055,-7.21197509765625,1.2729547023773193
0.08,trot,bound,0.20769400894641876,0.4954583942890167,0.05131140351295471,0.89099,0.0,0.0,0.0,0.0,328.9247741699219,0.011465808376669884,0.003147685434669256,-0.11545409262180328,0.13241849839687347,-0.17698732018470764,1.015128254890442,0.9586142301559448,0.7994195818901062,0.8015472888946533,-1.9081419706344604,-1.9472546577453613,-1.3814102411270142,-1.5262852907180786,-0.8674722909927368,-0.4027401804924011,0.7808443307876587,-1.472693920135498,0.21969380974769592,0.8663092255592346,-1.8533258438110352,-2.335709571838379,-2.970072031021118,-3.5545430183410645,1.9513918161392212,-0.7710734605789185,19.297683715820312,-144.0724639892578,-42.554630279541016,31.71045684814453,-3.5607993602752686,-64.25291442871094,96.19507598876953,-9.000062942504883,16.503000259399414,40.87138366699219,-311.1419372558594,-60.528724670410156,-40.685054779052734,29.079526901245117,-2.0317282676696777,11.72693920135498,1.011042594909668,6.668935775756836,-2.4146595001220703,-11.674427032470703,30.472227096557617,29.665254592895508,-13.317512512207031,-4.386002540588379
0.1,trot,bound,0.25899365544319153,0.487862765789032,0.0681195855140686,0.8802979,0.0,0.0,0.0,0.0,374.7893371582031,0.014476953074336052,-0.007556589785963297,-0.13107158243656158,0.15465708076953888,-0.1904684603214264,1.027212381362915,0.9703388214111328,0.7694346308708191,0.7584729790687561,-1.9683278799057007,-2.0104007720947266,-1.3528435230255127,-1.5424549579620361,-0.3379152715206146,-0.7360450625419617,1.0630441904067993,-0.4121808409690857,0.6395702958106995,0.6457069516181946,-1.093867540359497,-1.889427661895752,-2.7453653812408447,-2.9105825424194336,0.8720476627349854,-0.6963743567466736,20.176607131958008,-1.3692855834960938,-22.610210418701172,21.362865447998047,10.932612419128418,7.671260833740234,59.94632339477539,43.695404052734375,28.851842880249023,36.3530158996582,-81.58304595947266,17.189836502075195,-47.980369567871094,52.35686492919922,-8.904972076416016,6.983116149902344,-2.128359794616699,-0.40229129791259766,-0.6862201690673828,3.996784210205078,55.6104736328125,48.48624801635742,-2.2096004486083984,2.9436655044555664
0.12,trot,bound,0.2978958189487457,0.4788930416107178,0.08034936338663101,0.8684747,0.0,0.0,0.0,0.0,386.88360595703125,0.01789555698633194,-0.01434637513011694,-0.1429564505815506,0.17452168464660645,-0.1971552073955536,1.0475152730941772,0.9894673824310303,0.7566013932228088,0.733343243598938,-2.0178256034851074,-2.062168836593628,-1.3484158515930176,-1.559217095375061,-0.3099006712436676,-0.6467611789703369,0.8819419145584106,-0.31144261360168457,1.1769113540649414,1.1231565475463867,-0.502816915512085,-0.9742966890335083,-2.278378486633301,-2.437586784362793,0.2171168178319931,-0.5755045413970947,-3.747302293777466,-12.105094909667969,-20.15936279296875,1.3573408126831055,17.458009719848633,25.85260772705078,11.609994888305664,38.0814323425293,32.81106948852539,16.867446899414062,20.133270263671875,36.26478958129883,-46.293888092041016,53.877098083496094,-8.204959869384766,3.603692054748535,-20.656164169311523,-6.142882347106934,-4.177603244781494,5.047540664672852,64.30714416503906,58.414451599121094,0.4653724431991577,3.644153594970703
0.14,trot,bound,0.31402117013931274,0.46900713443756104,0.08651886880397797,0.8980975,0.0,0.0,0.0,0.0,344.73004150390625,0.02146243490278721,-0.017973732203245163,-0.15068966150283813,0.19363099336624146,-0.20201140642166138,1.0750086307525635,1.015824317932129,0.7544316053390503,0.721705973148346,-2.0554628372192383,-2.1026699542999268,-1.3567981719970703,-1.5939664840698242,-0.1139247789978981,-0.41421204805374146,0.8825719356536865,-0.3132709562778473,1.6550145149230957,1.5206547975540161,-0.13325585424900055,-0.7069844603538513,-1.82933509349823,-1.9849129915237427,-0.16419191658496857,-1.2032493352890015,8.510960578918457,15.111994743347168,-5.725967884063721,-0.007146596908569336,22.176265716552734,23.39777946472168,-13.276001930236816,-9.302652359008789,22.89841079711914,18.509315490722656,64.23486328125,68.5171127319336,-46.60003662109375,56.903076171875,-6.58364200592041,0.9307057857513428,-34.35650634765625,-10.05154037475586,-4.831844329833984,-1.9715619087219238,60.99176788330078,60.773223876953125,1.6983833312988281,2.562335968017578
0.16,trot,bound,0.31931763887405396,0.45831382274627686,0.08624045550823212,0.929632,0.0,0.0,0.0,0.0,304.0474548339844,0.0249787624925375,-0.017805302515625954,-0.1534823179244995,0.21219481527805328,-0.20602446794509888,1.1091563701629639,1.0484775304794312,0.7666606307029724,0.7151845097541809,-2.082209825515747,-2.132904529571533,-1.3845514059066772,-1.6538755893707275,0.03095560520887375,-0.1959843635559082,0.8461885452270508,-0.3317606747150421,1.9631354808807373,1.847802758216858,0.4227609634399414,-0.6842843294143677,-1.3215017318725586,-1.532474398612976,-0.6272005438804626,-2.0876667499542236,-0.22505521774291992,3.6165714263916016,-9.538972854614258,-10.824310302734375,19.033384323120117,20.61865234375,-49.337242126464844,-34.30732345581055,22.235918045043945,11.810827255249023,162.5431365966797,109.41939544677734,-47.33183670043945,54.22060012817383,-5.8768839836120605,0.7468411922454834,-41.19536590576172,-14.332107543945312,-4.165637493133545,-3.4570937156677246,55.651283264160156,58.836639404296875,5.450693130493164,3.8923263549804688
0.18,trot,bound,0.3224028944969177,0.4468170702457428,0.0796976089477539,0.95741326,0.0,0.0,0.0,0.0,276.5337829589844,0.028449561446905136,-0.01574278622865677,-0.15317903459072113,0.2286815196275711,-0.2095627337694168,1.1494534015655518,1.0875799655914307,0.7990269064903259,0.712710976600647,-2.0980024337768555,-2.153186321258545,-1.435668706893921,-1.7361643314361572,0.067605160176754,-0.06814566254615784,0.7706239223480225,-0.31054702401161194,2.1666202545166016,2.165881395339966,1.27591872215271,-0.542760968208313,-0.7510997653007507,-1.038936972618103,-1.2751283645629883,-2.8629636764526367,-12.988446235656738,-1.5217334032058716,-4.03447151184082,-7.973945140838623,2.3867130279541016,18.394994735717773,-75.10545349121094,-36.85701370239258,19.683122634887695,13.059449195861816,235.62417602539062,140.73486328125,-49.29005432128906,51.70135498046875,-4.692387580871582,2.4534056186676025,-42.75215148925781,-17.755064010620117,-4.254094123840332,-1.7399146556854248,52.61698913574219,58.06707000732422,8.344108581542969,6.062471389770508
